Id,SalePrice
1461,109004.80593618304
1462,151670.70847032525
1463,180770.6975425477
1464,192065.6459684537
1465,209911.71209464112
1466,170021.72266897088
1467,174210.8894240275
1468,156888.01731446816
1469,205959.97065793804
1470,116208.9991113527
1471,156221.4278103451
1472,102021.5418361188
1473,95728.71068951675
1474,144071.9526345025
1475,107183.80289926832
1476,374241.89398048964
1477,266333.6989387744
1478,319459.0611725423
1479,317392.927280424
1480,472546.85279516096
1481,319003.8010685361
1482,210265.32130120177
1483,173854.75751859765
1484,162665.2070853493
1485,189771.56878499276
1486,188173.4287852015
1487,342810.2729916406
1488,229634.916320563
1489,197180.2016214132
1490,252424.64896657798
1491,198043.92404327614
1492,102003.43638123314
1493,196073.00233751468
1494,313633.81546984974
1495,294373.4334796837
1496,243701.10977305463
1497,173954.07443799614
1498,180413.10266078683
1499,166058.4888945201
1500,155572.21878179157
1501,194151.90613572995
1502,138002.0555741013
1503,324248.97149374883
1504,236496.24158888424
1505,222136.14787633612
1506,189363.9664426071
1507,245781.0005793771
1508,192355.43723664366
1509,154953.32469320044
1510,142615.43593702553
1511,153287.38732795021
1512,171105.5778828672
1513,154861.07746363367
1514,160839.3378185829
1515,201554.93539796467
1516,148715.40286554437
1517,179259.0852809161
1518,116443.10976054444
1519,211109.86930601974
1520,121049.16214970504
1521,131256.35574811537
1522,185751.0373178515
1523,110681.82666676005
1524,125145.6708277582
1525,114261.38679845915
1526,108731.05590267046
1527,104033.62480302784
1528,127332.65996062613
1529,156240.91798429616
1530,207382.60131257132
1531,137405.1506491125
1532,98248.2871383384
1533,157759.9853338271
1534,124526.51716746113
1535,144550.04526653345
1536,95507.15000829224
1537,36729.37876647711
1538,158573.57302000554
1539,211396.27635681554
1540,117608.97432502975
1541,138041.46467103786
1542,158399.0833422626
1543,185859.05347925762
1544,85422.14632514269
1545,120116.55585258675
1546,142360.7446355009
1547,138284.3328427375
1548,153866.29822995825
1549,124756.8077961218
1550,142855.11150405317
1551,108290.96606655046
1552,150340.88412182967
1553,156999.34748020442
1554,119178.1785987937
1555,157326.78128423667
1556,67230.56756611979
1557,129353.10515643793
1558,107412.35831480869
1559,62044.8695389003
1560,117287.24774728745
1561,125407.51973456048
1562,131506.2509974392
1563,130881.04175772029
1564,158593.20375327498
1565,149698.81490579608
1566,228231.91464533663
1567,69616.81597126517
1568,224661.2301568574
1569,125312.72028909861
1570,134932.14542562072
1571,83849.84775014737
1572,142218.14173328946
1573,246514.18877926708
1574,132053.0990985849
1575,247513.49302525716
1576,233114.11638491016
1577,182598.86251418508
1578,153802.71606410874
1579,139550.7272936683
1580,190787.887145851
1581,159067.15939641674
1582,135520.8383967178
1583,280667.7712113003
1584,217499.2067084855
1585,135775.98703078576
1586,75617.76384444602
1587,115042.22964252617
1588,157321.24357656666
1589,95707.41634722234
1590,128227.0239456424
1591,85524.5179249629
1592,128284.08670300987
1593,133934.89262448356
1594,152752.62033558852
1595,114162.00549411906
1596,225448.7565344192
1597,204339.85977204493
1598,215863.8209010649
1599,189905.86288634673
1600,172661.41212712217
1601,55141.6521138629
1602,127942.65904293142
1603,51899.10823247023
1604,272138.03485278215
1605,236520.1280003618
1606,152512.13184495497
1607,159708.40103851276
1608,216731.88874818597
1609,185212.48103591782
1610,149927.9894436457
1611,131165.925043476
1612,179856.86023361445
1613,158233.6221394316
1614,145406.47572598903
1615,94219.28710974407
1616,69917.26232273842
1617,86215.02762553102
1618,137283.28422300413
1619,145938.75996702746
1620,173609.21207765664
1621,124909.45814052947
1622,155274.37730692615
1623,250975.31178678884
1624,195571.79112643292
1625,117398.36578160641
1626,166088.79301645083
1627,186660.77828507507
1628,283755.3071756913
1629,183956.24971610738
1630,350780.9174072785
1631,251533.4031055195
1632,247958.90419391886
1633,183445.94548839162
1634,184439.76040789034
1635,172966.68951514777
1636,146824.35613706193
1637,194653.4261841794
1638,180277.2538494796
1639,181695.26321017044
1640,238436.62543328395
1641,180637.96607218357
1642,253353.94456309313
1643,218616.68830848404
1644,234266.3987835235
1645,210050.85485973343
1646,159326.8402753086
1647,158840.68475502575
1648,126786.67029941965
1649,135140.71442380064
1650,107385.22451595822
1651,110032.15162611275
1652,101913.33904154589
1653,98234.85463578698
1654,146440.64211837933
1655,122639.4481289944
1656,140514.27325329225
1657,157363.00448664528
1658,149763.44638863223
1659,130823.98703598478
1660,146132.5707479103
1661,427914.74265963864
1662,385787.86866952956
1663,382238.2315529446
1664,485559.18721836864
1665,335753.0010317962
1666,322832.3485531047
1667,371321.2135800894
1668,366393.0961318633
1669,327665.63092638156
1670,364878.75581557164
1671,262620.6026210583
1672,402129.3195105465
1673,298920.09025357006
1674,253886.6774289335
1675,201655.07734925757
1676,204290.1012314969
1677,213647.27720310507
1678,460598.716653471
1679,388048.3389739243
1680,331374.7154055231
1681,277317.02628436184
1682,326454.4604369799
1683,192937.82734175614
1684,171059.9830837109
1685,172038.69885729207
1686,162384.1324453667
1687,166744.70023501606
1688,180404.81456411554
1689,187367.42314542356
1690,191654.8702368915
1691,183196.60266524515
1692,269083.4416915312
1693,178337.3314735074
1694,184700.73073650565
1695,173891.71012769744
1696,273645.275504173
1697,181646.7209101629
1698,341633.50677938736
1699,338095.40640015574
1700,267078.4905404252
1701,277514.5886689238
1702,233933.4228563711
1703,233603.4356815309
1704,269203.5173319695
1705,240464.556165269
1706,247222.59506293412
1707,228007.61733078276
1708,201545.32676460897
1709,252402.38951367186
1710,219445.43406014124
1711,278622.0306268845
1712,249692.9291464861
1713,287943.91166659474
1714,220077.18733924732
1715,210009.68198954838
1716,181050.61990595574
1717,177109.03161950046
1718,148393.9001682754
1719,221207.74005116592
1720,230543.57187436908
1721,148292.80700036814
1722,118520.11963509231
1723,149930.73125435103
1724,224245.3880144584
1725,241390.09466740227
1726,183968.98655270378
1727,152481.56110281276
1728,160528.69890458268
1729,173748.90975669603
1730,157353.03158624982
1731,111369.9220618837
1732,127217.49774170965
1733,114410.05562865153
1734,125729.36054004988
1735,106054.10634022803
1736,98790.0726356734
1737,290585.0441907992
1738,262422.8323721807
1739,261396.50074501985
1740,212093.03882205609
1741,186599.36676163482
1742,179188.82230231608
1743,172768.50638064006
1744,351459.6148632979
1745,217987.92522067792
1746,202106.25617587316
1747,214803.9104185381
1748,221477.82927360735
1749,132559.14232981834
1750,129456.11150953584
1751,231881.93410829676
1752,113766.69200427271
1753,151649.31442785327
1754,197504.88159581122
1755,168032.01130589284
1756,146787.04974916187
1757,121442.00396863086
1758,157835.62901749124
1759,157998.89863797932
1760,159400.48096647556
1761,143430.81102077448
1762,185285.728986773
1763,185767.06693661178
1764,119318.20321355332
1765,176673.6046501244
1766,185609.6221272557
1767,216961.8476515031
1768,142890.96161359537
1769,160790.35917641246
1770,156494.71626440826
1771,126055.27185730897
1772,133597.60902647604
1773,115803.03549398702
1774,145103.23834118166
1775,147239.912916067
1776,137545.91552885884
1777,112490.22476765212
1778,149228.58577106096
1779,137135.3838562717
1780,152124.07160460018
1781,129954.0815647759
1782,75804.84782714906
1783,136837.86896548583
1784,100220.47463769959
1785,144220.77712079612
1786,116727.78507681575
1787,152438.85596580454
1788,47406.271458442716
1789,103187.79947176718
1790,74961.95215468785
1791,204901.12793316337
1792,167451.40500361554
1793,130350.46667990627
1794,161345.50978907204
1795,136401.51306684955
1796,152784.2700033761
1797,111928.84784699835
1798,126651.30589426668
1799,105502.6230336574
1800,132767.68966998372
1801,124890.04034586171
1802,109759.31534072009
1803,155363.83858944575
1804,121696.450942081
1805,133645.3855288765
1806,125323.97068890046
1807,143248.53204025206
1808,118560.27857368696
1809,134994.56959926864
1810,141766.84510329948
1811,116928.51986086635
1812,109139.16751312793
1813,149350.0044515777
1814,101602.80298981156
1815,53844.395217932906
1816,99162.14781328524
1817,106819.44602819138
1818,169147.2136975109
1819,130379.49371473637
1820,26529.071395238236
1821,109834.02738878006
1822,162136.3255661507
1823,36516.14625309
1824,133437.4459232791
1825,152644.32378443342
1826,98063.71751651519
1827,107246.71915881294
1828,145150.38980940194
1829,120032.25354779453
1830,145234.98032558945
1831,159317.6244603788
1832,40768.788406792824
1833,154650.6770796188
1834,116991.88209882396
1835,119277.4405486809
1836,130060.91919432992
1837,80507.12122869941
1838,120086.13373271716
1839,116495.23424057363
1840,163652.12120544346
1841,134544.15902661203
1842,78876.34767746725
1843,138551.78589145822
1844,154073.4106237805
1845,147778.91502658703
1846,153911.93954311678
1847,177424.23484425648
1848,38402.15695220213
1849,109930.17191728119
1850,114046.24174935865
1851,143017.6277080245
1852,119210.36266189216
1853,122551.14308882912
1854,162104.09617318513
1855,160026.6319710994
1856,218611.56940622593
1857,118349.21740663795
1858,141734.37007717375
1859,108489.813138374
1860,145904.31339274388
1861,113259.55885133582
1862,314519.5172581272
1863,301482.79476256325
1864,301505.0283360853
1865,362614.90618496714
1866,347248.84525662655
1867,221819.01544938897
1868,278225.84981841646
1869,204469.01136827323
1870,229373.76184576418
1871,270079.02947376313
1872,171175.25551875134
1873,236289.84065083574
1874,149918.33573902727
1875,182159.2251753214
1876,200235.31176904254
1877,203631.74468014363
1878,195323.5906208678
1879,140480.00636173785
1880,129819.72732488188
