Id,SalePrice
1461,104502.42645633436
1462,147346.29939543665
1463,175700.84773555578
1464,188327.38506270968
1465,205090.60701600654
1466,169682.3681995215
1467,177306.9318859179
1468,158136.39393320633
1469,205668.6867769063
1470,120416.95926712849
1471,165288.79596569017
1472,100976.16967799078
1473,90673.92035623267
1474,145120.23016374552
1475,103313.5314451785
1476,361156.1993181673
1477,253957.431357953
1478,314307.0552828646
1479,317162.8202419699
1480,451897.78682701464
1481,312559.43319240515
1482,221186.30403863912
1483,170574.95628825278
1484,168697.53419748833
1485,200535.6172598513
1486,193706.71042745427
1487,335261.959557681
1488,233876.05717717565
1489,194727.93311005633
1490,248354.57185472513
1491,201008.35791681765
1492,93683.69962899166
1493,216429.80672633112
1494,303783.02942949167
1495,282459.0285470881
1496,248338.09932427376
1497,170096.92063716525
1498,173109.38270401402
1499,164613.81225810217
1500,155101.55276710668
1501,191133.35932680208
1502,140910.98612267955
1503,289781.1570686901
1504,241976.27979417023
1505,222185.80101904692
1506,192086.18837476725
1507,243554.25090040313
1508,193402.51577867824
1509,158209.44455885905
1510,144326.39127503237
1511,151293.05042443768
1512,170735.2052617396
1513,161496.50110083434
1514,151737.22058166
1515,200419.17239236203
1516,157072.0360316115
1517,168700.53608635196
1518,117884.50335439702
1519,213201.24880982644
1520,120726.32394792483
1521,120637.19534990279
1522,189745.04176530143
1523,103513.83242198068
1524,123667.3616598341
1525,109196.20572315936
1526,100458.15994248044
1527,104185.99917776359
1528,131127.83785360586
1529,152308.73706381908
1530,219870.79031658685
1531,137791.93706968392
1532,108722.03820699186
1533,153625.98412523145
1534,124334.11254460888
1535,137490.8881500506
1536,93177.54466986755
1537,36381.028675885405
1538,158486.85631534702
1539,215296.81566036813
1540,123467.42033407692
1541,138366.45472298237
1542,137345.44772301835
1543,182213.10273063858
1544,89975.20534559211
1545,125942.93359560618
1546,148070.28963410133
1547,132124.8113120033
1548,152802.8601159078
1549,131703.708400746
1550,148822.08980986773
1551,109757.57793609862
1552,161346.84517962224
1553,156108.41373705014
1554,118066.09680095484
1555,143768.96919610753
1556,76064.78127027035
1557,108284.4281514581
1558,103446.26003219443
1559,77732.58957447053
1560,126567.5784429459
1561,131129.82993588614
1562,131412.56767194724
1563,128312.23651903874
1564,150354.04501582298
1565,151564.81666891353
1566,241875.9007796353
1567,70117.34286636265
1568,232085.75961783883
1569,114062.50210555264
1570,141027.87284620712
1571,83465.69727886026
1572,135993.1405683218
1573,245760.19939099922
1574,130758.7705498854
1575,241014.16687402205
1576,240178.38394202932
1577,187098.0402704404
1578,156261.37463696464
1579,136450.7958386751
1580,194668.46114176436
1581,159786.50566347176
1582,141399.61994980054
1583,265515.8941109732
1584,221743.51199545548
1585,137442.78001523082
1586,57406.92822657403
1587,115503.19387837185
1588,161754.4095879122
1589,97099.84430046479
1590,123775.69506920292
1591,86792.15262717823
1592,123875.27540245105
1593,145408.36843706004
1594,152913.51355173148
1595,113779.27561393497
1596,220809.41689082683
1597,204345.5044357194
1598,216924.9817380964
1599,197253.83009086252
1600,181746.61221187987
1601,50979.77283034474
1602,126262.7324640762
1603,76603.84742161294
1604,276115.9825240366
1605,235166.12416979577
1606,152904.06017921737
1607,166870.56386344787
1608,215035.22958187427
1609,187923.82312922186
