Id,SalePrice
1461,108312.92892223899
1462,147030.98095454037
1463,180417.35193524807
1464,192543.9751829041
1465,208928.10859384714
1466,169396.32470611585
1467,174838.68614777236
1468,157280.3418645229
1469,207971.19875654456
1470,118149.133856192
1471,153748.57224983457
1472,100367.4885492578
1473,93422.33130503196
1474,144428.36556707107
1475,103252.47817356611
1476,372753.7498951401
1477,260492.02297751282
1478,316507.9308254431
1479,314066.7924121061
1480,471037.8269509303
1481,310667.65531022724
1482,213217.8280833509
1483,173224.8052148042
1484,164393.6174926075
1485,189640.0887384378
1486,188997.39729123347
1487,338819.092578083
1488,223080.2426826175
1489,199790.73850817766
1490,253460.9648693286
1491,200850.77410436154
1492,102499.23991141916
1493,200224.22190507257
1494,310882.58843354584
1495,287062.96223130054
1496,244748.26197267155
1497,171945.6422774623
1498,178930.31537127346
1499,162379.22947602771
1500,152442.4751571819
1501,192114.33674145938
1502,134625.71141627122
1503,317116.9611541112
1504,237611.92898817782
1505,223846.69516469448
1506,190164.21494821704
1507,247211.1590087423
1508,191668.88013020882
1509,155292.99138686096
1510,145465.931815674
1511,157449.43701914343
1512,172014.85474536833
1513,160140.89020938202
1514,160816.19141220703
1515,203539.58381854286
1516,154534.06645447208
1517,175759.26967054655
1518,118827.63120129716
1519,213340.78249060738
1520,118780.97029103723
1521,128362.09699478024
1522,188815.54332408827
1523,109996.90758441144
1524,120899.37101208133
1525,112646.62257310865
1526,104018.03010694074
1527,104349.3159624752
1528,126208.56753166538
1529,156607.10379304446
1530,212387.235947009
1531,137476.9664658805
1532,98608.85091925692
1533,159201.26126807823
1534,122510.626409152
1535,143861.94679554846
1536,93036.75499555783
1537,42002.80567722814
1538,155001.3767678666
1539,209821.55219703438
1540,120087.32486685298
1541,138403.68368729338
1542,154714.39730369684
1543,181729.6942969834
1544,84889.36962664733
1545,120276.53882412665
1546,144834.15411394014
1547,136384.9948686896
1548,151727.4924526231
1549,129481.74745813047
1550,148738.27962101094
1551,104194.6917082339
1552,158148.3128187675
1553,154887.13412433607
1554,115883.05019162426
1555,150949.66436832957
1556,65582.52291694854
1557,130589.2823582612
1558,104878.38177993946
1559,61645.39706618001
1560,123073.16870484891
1561,124336.61317068388
1562,130116.98730901896
1563,127684.14229672932
1564,156570.60989619835
1565,153424.57581809233
1566,228939.1309130632
1567,71909.17342228006
1568,224329.0778376031
1569,125129.74505535152
1570,132054.6510888908
1571,79532.25094528112
1572,140932.70245586013
1573,252537.23673928325
1574,135147.62444549552
1575,243422.81584754353
1576,231585.2085230793
1577,184782.21268496662
1578,157542.46554802504
1579,138778.1196559642
1580,191763.66560032615
1581,156004.64066809812
1582,139484.64358374325
1583,270903.6397148755
1584,220263.99524564226
1585,134962.4111280896
1586,74626.14487895946
1587,112132.95996507505
1588,156362.02626937552
1589,102190.78976913559
